Nombre,Hu0,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Mean_B,Mean_G,Mean_R
berenjena,0.625034698576748,1.5315456252148312,3.0494528426270793,3.5532813614653467,6.856763122069623,4.3302930230919445,7.861461965403883,66.65605256507455,58.720725067199666,58.1654375445126
berenjena,0.6428956078806709,1.6034775427581551,3.127814567545678,3.6461868879825228,7.033232234546339,4.449234443749189,-8.87682814097898,63.24301740128964,55.73823867149545,52.456585107322674
berenjena,0.6455356249631329,1.6143336424472248,3.140774546757985,3.675371201076189,7.083468974237714,4.486075611097147,9.053740597953611,67.09228815149459,59.610669283951324,56.59688523880317
berenjena,0.6860679173260896,1.8074606725298425,3.2669475028941237,4.1343791440097055,7.962550564101513,5.287623124542015,-8.011294027842048,62.44719784421544,55.46520520010196,53.961600087396675
berenjena,0.6668052740802164,1.7089116589339401,3.1377498266460595,3.8057224114083152,7.287288664913691,4.699380073459402,7.954452484393116,54.43402128115404,51.1464257659073,57.61885310290652
berenjena,0.6403359259186554,1.5958421296314709,3.050464620244123,3.635465533394739,6.9853730195676675,4.461204647190064,-7.729514615682788,38.0007684254003,35.66682035174672,38.35969032456368
camote,0.5760589884010634,1.3644110234923772,3.012823112656411,4.00454282867052,-8.026869171521517,-4.949729876118918,7.534640203980614,65.41275842266462,59.58446592649311,128.58842202654415
camote,0.5657314021960065,1.3260399020903206,3.2568358073931147,4.2561729090954445,-8.388063731989233,-5.0939585965080125,8.055112412397927,97.1544008774335,71.3348094324102,156.43091582122292
camote,0.6011129359713088,1.442328941776933,3.2361233385260353,4.323373742516586,-8.167867225494584,-5.084730405900666,-8.397465230537952,93.84014145169334,70.75052515452388,157.80703027005788
camote,0.48325032334238244,1.085618701868035,3.66435123394114,4.525843087824329,9.503719797400246,-5.686214172419833,-8.624698170350765,88.85622869961605,61.01698278713277,145.00626968263327
camote,0.6529475115847284,1.627673986194558,4.004261467322838,5.12613096381339,-9.954465038020995,-6.080371833194865,-9.768054284119625,85.56548614200041,56.766584352040745,141.29565777566455
camote,0.6578787204230755,1.6433249354345292,5.211911796867314,5.881305178822032,11.433094603260978,6.710931374262669,-12.24167200363538,77.49189357981514,58.38180114913814,146.6911066699975
camote,0.5840852617331694,1.383653713533877,3.322739337052573,4.366326834442259,-8.395336694888,-5.148580870558848,8.332013377478784,72.01807056903937,60.39133183765042,123.72930858657965
camote,0.4890791507326168,1.1051876575431907,3.100314348448857,3.784292933500041,7.398008211450073,4.913165113250669,7.358050519073583,74.75996061202848,63.475590819572794,130.39821617936676
camote,0.5289371189392101,1.2139288522432023,3.3055266264455483,4.301336152173086,-8.44210385235179,-5.11121000750565,8.15636897354701,65.25569570917337,57.08806647060908,126.26173688126705
camote,0.5342790737609405,1.2301478559561922,3.2163117637141303,4.264524618453557,-8.035153654512555,-4.897636766300707,-8.448168852057938,66.19729965156795,59.846519466747466,135.57169368277533
camote,0.6316731054143448,1.5515573472730497,3.326456362914136,4.083743839103792,7.899085219242396,5.155215832075861,7.988842634063056,68.63554328786029,52.62221986305005,140.99508112603286
camote,0.5030778333986109,1.1429374889803172,3.1710402459870797,3.917437982165789,7.723523858344124,5.444495069413622,7.53895371445023,97.86993675406814,71.73621121803613,156.49217542629316
camote,0.6608836264152348,1.678106821671246,3.3308514134869784,4.202616105133171,8.206309921722028,5.71291113758519,8.058200224976492,102.81950798446266,73.83858437634872,162.82145631666563
papa,0.6783915606114377,1.764361912938336,3.2917134698620645,4.225630168971859,8.39151067008621,6.216537139417747,8.020440873433913,83.13208502024293,132.6642401121146,166.69400109000313
papa,0.6486598563234137,1.6267214587916854,3.2380036706562123,4.107796036087408,8.09467889276671,5.615683422630395,-7.839013780589278,83.91829350657704,135.9775672981057,171.06440356350305
papa,0.5837335852593998,1.3736272208459408,3.753502346231658,4.3279516704376535,8.40762124643359,5.1653752972138225,8.761023913084172,90.09120377573778,144.8209895752295,183.98125097245995
papa,0.718002059326781,1.9545639058855686,4.405189812919481,5.735525731627785,-10.815784131576843,-6.720212077051879,11.481360802798953,84.02568627918625,138.64416036633355,178.29876696319968
papa,0.6320899483112481,1.5406023534329147,4.031803564996141,5.076682661367085,-10.006629018264887,-6.061131108637423,9.673292612044767,66.96903060680388,116.7162205396182,153.2505918737336
papa,0.7102520824068695,1.9069193256493073,4.597412273420001,5.820636520799963,-11.465249266737706,-7.0690230156610205,11.061035232034012,101.94029708475652,156.44885217253156,180.52116927476368
papa,0.6760333935341981,1.725199667112244,4.309384011340685,5.489546945511925,-10.421621408624988,-6.3692912555995065,10.816821436985949,87.6943463828442,145.46275708238932,173.00284525001317
papa,0.7332399160733548,2.092583509706261,3.8215595768204738,5.177380545521434,-10.792516069794916,-7.023761201811439,9.678129108256593,87.27960059443303,141.35220157290988,177.47885254387282
papa,0.6432749809823702,1.5881025109722335,4.065409845434735,5.170096802458931,-10.302648853200596,-6.194355888913615,-9.809145136881646,91.85300950055097,145.39875510021741,176.39215832266134
papa,0.730731391155493,2.066773939008079,3.993008320826327,5.327970058932134,10.728798487679766,7.584426838829714,9.99575980487208,84.57535423553568,142.41162678938093,178.82832136772052
papa,0.768419548570397,2.459691317987169,4.493599821276788,5.96974129485062,12.676815309926843,-8.418638929277822,-11.20165518014091,72.56632079663365,143.73138443846216,186.36543739055435
zanahoria,0.4469024392703767,0.9962428817710302,2.9150704986521805,3.1589523607533745,6.196235209276783,3.66143036794435,7.647656664015524,61.04715214277845,124.06739561529139,216.14018948991958
zanahoria,0.6020271475086132,1.4510922344463244,3.1004012449611804,3.627030271653744,6.99355882967267,4.363237052404353,-7.935958665074511,29.19991939440667,96.55135978131352,202.56481741080816
zanahoria,0.4952194121698423,1.1215077881531372,3.4376055793901767,3.7807763083976793,7.389986449633069,4.341547100671385,-9.416733463849384,36.28389444949955,103.18184515567512,207.6405427859319
zanahoria,0.4930497220275741,1.115500724679659,3.457389811964784,3.7948238584932072,7.420953178410939,4.352584804958248,-9.413375653861555,24.55569063424778,97.7036231304487,217.63383188034874
zanahoria,0.34167349869939345,0.7474127589095207,2.0349128013145887,2.1702161936950692,4.2728137045560635,2.5450498388318294,6.181829516829283,41.26893572652119,94.12783942801818,212.67667758993073
zanahoria,0.35027802380823797,0.7680473483204638,2.015705268788666,2.1574987438870235,4.24411932046214,2.542315823842204,6.278078466717153,36.41632034871908,91.42928649267652,214.3237103119632
zanahoria,0.28492872872642977,0.6184041036092311,1.8571948769667173,1.958376372965846,3.866163307628804,2.2676385261827114,6.475954447934519,29.43851570964247,92.5580881740145,209.47797733144427
zanahoria,0.5391221793691034,1.2569206238359134,2.6128528253602297,2.9643028770562374,5.752949295225027,3.59294660506053,-7.503234719443157,23.21538399532475,87.14678677226287,207.04254075731012
zanahoria,0.4378039311910409,0.9762834484962315,2.5892133402680666,2.840854492830531,5.556387370737795,3.335885594651153,-6.875481543598842,26.410138573002882,94.94262468053178,214.53764449342304
zanahoria,0.3582883511571118,0.7834687309208589,2.3764915736039773,2.5328083152025958,4.987462931348558,2.9246797763876,7.321098296609974,43.25532801689405,103.73675289671844,200.80035566423072
zanahoria,0.3916267848353952,0.8629673943821751,2.6613557637222334,2.899782136547695,5.682784977072433,3.354390591626262,-6.656793545077878,48.88675629638642,94.31442389585108,207.63861175325465
zanahoria,0.5072640800196373,1.1540231078566954,3.6215994388965336,3.9949066561418936,7.8031916767859,4.571920472852415,-9.719160306467897,45.38439342616987,101.83145151173004,195.77424413498935
zanahoria,0.29920586549754086,0.6474244434678718,2.481810753211775,2.614555714323369,5.16298508191757,2.945933825137804,6.6356535093467235,26.8406222483123,97.7280500929459,220.6587809411995
zanahoria,0.572054838786284,1.346263228694009,3.626862572128691,4.150412209924348,8.040644208886981,4.829959026175428,-9.10689661423553,25.918039473386056,90.17395934830391,207.27561124832883
zanahoria,0.5022028981923587,1.1425255823107539,3.146686917443556,3.497388453611942,6.819433882841098,4.068907606055559,9.043332869550277,31.938704241861828,97.49529903050136,215.070746538377
zanahoria,0.5039154355430147,1.1472858072941499,3.1736750404204583,3.533570008751227,6.8872199365721976,4.107717317621431,8.83668247407755,32.832161880182305,96.57794739443193,216.2362583054198
zanahoria,0.43068442106558175,0.9570519845635526,2.632010945674115,2.8459200474682365,5.584941878028814,3.325614486140775,7.377905614376719,55.437299495875344,110.14920371219065,194.6467690192484
zanahoria,0.4671783459560032,1.0508359866426806,2.7442317783995285,3.0165060862022655,5.897384978151414,3.5470613457938573,-7.211739199798782,50.971831527169314,98.69860118361386,172.25309353623857
zanahoria,0.4597507503319846,1.02999233877813,2.8391424079416026,3.0927921470419975,6.058888573157286,3.609814537541868,7.671656262628196,22.93033023140904,96.22080210821049,217.03465370995633
zanahoria,0.4607386112448209,1.03257201922778,2.837579421713666,3.0924062626400324,6.057527056013612,3.610685415098527,7.67231805898887,24.030368158550992,97.88349849061558,217.12833048956557
zanahoria,0.6020826919609819,1.451287635128218,3.1015644057398615,3.6285652210534813,6.996492794108772,4.364942974904355,-7.935044555249707,24.69608965269829,94.17879290021695,205.47412747493038
