Hu2,Hu3,Mean_B,Mean_G,Mean_R
0.1290250147211556,0.47381182556507345,0.2950379438316663,-0.7888607351573035,-0.2612373440076159
-0.018616008664976525,0.43307749777098853,0.33526043556678187,-0.7076310162900927,-0.11828556171107624
0.16366148242191372,0.23303194734621166,0.4394148789515034,-0.9203690352602746,-0.03501096467183606
-0.09353551201709333,0.04900382881674995,1.6882203444270383,-0.35750856732068476,0.20294258311270924
0.1709348194482987,0.36457174916374757,1.8996511583217017,-0.29559880092525476,0.30012692061549895
0.10616572298724312,0.390038289825208,1.0586635925196288,1.4366734126252212,0.3595887622947276
0.017281769374174066,0.2596472490492958,1.0922480571972417,1.5342428242519257,0.42669506968799104
0.8703767547386698,0.5032636070001726,1.3559362397801495,1.7946600604348246,0.6250296482612968
1.9488495737729206,2.0608347649916707,1.096835553823158,1.6127674920888013,0.5377766959314064
1.3309354048337083,1.3317825664786027,0.36822646360800965,0.967043098758649,0.15316897447185465
2.266957116812414,2.1550153229485227,1.8620939099345297,2.13707227885133,0.5719010617250859
1.7903012539262002,1.7886434300590843,1.2535496923845004,1.8135585496451467,0.4564592995198242
0.9830041675410458,1.4432112467549132,1.235832998246498,1.6925127065981522,0.5251871393875546
1.3865501923730068,1.4351513169585501,1.431195287681928,1.8116738472318563,0.508501253615414
1.2667334391927405,1.6098482211434306,1.12031571765414,1.7237101975886642,0.5459078556739492
2.095158649545925,2.3200093378167557,0.6073258856292563,1.7625738443347914,0.6616381637528597
-0.5171379734834776,-0.790309256183085,0.11526160561274962,1.1835172912051108,1.1188211529749292
-0.21043547782027006,-0.27235096623357347,-1.2451565047342148,0.37323708767686203,0.91037511230874
0.3476015072862952,-0.10222109591941186,-0.9425503714372112,0.56848872461486,0.9883114555476431
0.3803422889766491,-0.08667657895755834,-1.4435440055834807,0.40716843544398773,1.1417556140447078
-1.9737045050860778,-1.8844093672429305,-0.7296043837066407,0.30187031896891775,1.0656398966420892
-2.0054909100866314,-1.8984820427563365,-0.9368935348448248,0.2224045109261652,1.0909296233438408
-2.267808597402736,-2.1188237429972996,-1.2349643869174656,0.25564496974865747,1.0165247489854468
-1.017275789135645,-1.005701419255664,-1.500797878766619,0.09629532986522468,0.9791293016847397
-1.0563966000013782,-1.1423049899466704,-1.3643275606097174,0.32586375916582616,1.0942145228536733
-1.4084282947801006,-1.4831778824160822,-0.6447516724074156,0.5848294053751592,0.8832822957849892
-0.9370086314249502,-1.0770977651242346,-0.4041939737504371,0.30736477687277625,0.9882818050810759
0.652091598764251,0.13472789518026604,-0.5538043940747264,0.5287229224745708,0.8061077592705079
-1.234136355259947,-1.392719131703045,-1.345938591221801,0.40788774996528115,1.1882028606672486
0.6608015194301902,0.30680478417483387,-1.3853485558243923,0.18543818553779917,0.9827080338746098
-0.13383765718598764,-0.41580796946987886,-1.1281638436681656,0.4010337983500524,1.1024001556226406
-0.08917520999289874,-0.375770753461096,-1.0899980174061916,0.3740200280938206,1.1202962627624038
-0.9855711560431523,-1.136699628196647,-0.12437444683563843,0.7736604558660739,0.7887956942710175
-0.7998577212906576,-0.9479352134393241,-0.3151258236915299,0.43646811452164264,0.4449470716922364
-0.6427908150958991,-0.863519784513129,-1.5129745192275812,0.3635029697153999,1.1325554008539336
-0.6453773895652863,-0.8639467904031856,-1.4659842036175392,0.41246532647600753,1.1339937815994567
-0.20851057156060332,-0.2706524460775646,-1.4375465812896926,0.30337077456044304,0.9550467544856573
